audio,transcript
c96381c0a1581c22,إيه رأيك في القهوة عند عم حسن  
3e033a615ac172ea,الصيف في الإسكندرية بيكون رائع
3f78064790a2f43d,ممكن تساعدني في حمل الشنط
c4ddff1cb16d671a,الأهرامات دايما بتعجب السياح
adb36eebff0ec26e,عايزين نروح الأوبرا الليلة
d0ae708e97c0b4a2,الزحمة في القاهرة بتجنن
9f5f74e4fb612117,العود من الآلات الموسيقية المشهورة في التراث المصري
adac85b03c7efc22,النهارده الجو كان معتدل ومشمس
281dbfb74d555e71,إيه رأيك في الأكل في المطعم الجديد
98b311b26ee9dfc4,الفسحة على ضفاف النيل بتبقى جميلة
805a6ec166a78d3d,الناس في مصر طيبين وبيحبوا الضيافة
07da64e6776dd955,التحف في المتحف المصري رهيبة
b7dba09195b57228,إمتى هنتقابل عند القهوة
d36b1a0f12019bfb,العيد الصغير والعيد الكبير ليهم طقوس خاصة في مصر
1332054347b1fc1a,القطايف والكنافة من الحلويات المفضلة في رمضان
659ee988add8449c,الحدائق العامة في القاهرة ممتعة للنزهة
22f29448f6e2625c,القرآن الكريم ليه مكانة كبيرة عند المسلمين في مصر
55aa22b578c7f9c7,الليل في الإسكندرية له طعم خاص
6f4c1b374b3c9625,إيه أجمل مكان سياحي زرته في مصر
3a1afbd7335339f8,الكباري في القاهرة بتسهل حركة المرور
ffb0f1e5dffe05d6,البحر الأحمر مليان بشعاب مرجانية رائعة
43f546c8b4bad0c3,الزراعة في دلتا النيل بتغذي مصر كلها
e404f21077ee63e0,الأكل في مصر ليه نكهة خاصة مختلفة
031985bcd8a8d250,العادات والتقاليد في مصر متنوعة ومميزة
5ea958a99bcc6651,الكتابة بالهيروغليفية كانت وسيلة التواصل عند الفراعنة
efe4152a243f2263,الصلاة في المسجد بتجمع الناس على الخير
a216e230be3d4694,المدارس في مصر بتعلم الأطفال مناهج متنوعة
5ea1951a24da8720,الثقافة المصرية غنية بالفنون والموسيقى
81a589c933efcb18,أخبار السياسة في مصر دايما مهمة للمواطنين
2948c99bbd5408f7,الريف المصري ممتع ومريح للأعصاب
dedb21bab9ece3fe,المهرجانات في مصر بتجمع ناس من كل مكان
18a70a2d6f63d332,البازارات في خان الخليلي مليانة حاجات حلوة
ddf1762c77a960ac,الأغانى الشعبية المصرية ليها طابع خاص
66484ffabf9d3503,العيلة في مصر ليها مكانة كبيرة في حياة الناس
dc2e7826d8b387c5,إيه رأيك في زيارة المتحف القبطي
bb610689d8988ebd,الطيور في مصر متنوعة وجميلة
05122af689de635e,الصحافة المصرية بتتابع الأحداث بدقة
96d61cffd3341f6c,الأسواق في مصر دايما زحمة ومليانة نشاط
af67a7874e7c6f44,التلفزيون المصري بيعرض برامج متنوعة ومفيدة
f39194363f84d0dc,الناس في مصر بيحبوا العزومات والولائم
4fb64bb64eb01461,القطار من وسايل المواصلات المهمة في مصر
df5882d5da314528,الجو في مصر حلو جدا في فصل الربيع
b160507045cce79d,المسجد ده من أقدم المساجد في البلد
6a470f3865eb7206,عمرك جربت الكشري المصري الأصلي
f06a7ea33ea0b95e,الناس في الصعيد بيحبوا الضيافة والكرم
0a39f279bdc45eff,أحلى حاجة في رمضان لما نفطر مع العيلة
f7f0b195c358a27d,الأكل المصري معروف بتنوعه وطعمه اللذيذ
25e1d605d0950c0e,الأطفال في المدارس الحكومية بيتعلموا كتير عن تاريخ مصر
472d05f76be6382f,الأغاني الشعبية بتعبر عن مشاعر الناس البسيطة
297c7d5f4d34e12b,الشوارع في اسكندرية دايما مليانة حياة وحركة
03c513fab4492ba1,في مصر الأكل في الشارع حاجة عادية ومحبوبة
5ddad9adc3c03a1b,العيد عندنا بيبقى مليان فرحة وزيارات عائلية
a55a9aa3f66f678d,الناس في القرى بيعيشوا حياة بسيطة بس سعيدة
2091e6ad966e94bc,الأطفال في مصر بيحبوا يلعبوا في الشارع مع بعض
a230da19165899e5,السينما المصرية ليها تاريخ طويل وأفلام عظيمة
1c3508dbf07918fe,المتاحف في مصر فيها كنوز أثرية كتير
799b1b38afb3e939,في مصر الناس بيحبوا الشاي بالنعناع بعد الأكل
c153eb01cc470eba,الزراعة في الدلتا جزء مهم من اقتصاد مصر
cf687803e4737c66,القراءة من الهوايات المحبوبة عند كتير من المصريين
b5f21b24cda803f4,النهارده الجو حر جدا لازم نشرب مية كتير
b97912fa4d032606,الأمثال الشعبية في مصر بتعكس حكمة الأجيال السابقة
747d71d744b383cd,الأطفال في مصر بيحبوا يلعبوا في النادي بعد المدرسة
2b8141321ed0ef2a,الأبراج الحديثة في القاهرة بقت منظر مألوف
172ce53549523510,الدراسة في الجامعة بتفتح فرص كبيرة للشباب
e57e8ca205cd9343,الناس في الريف بيحبوا الطبيعة والهدوء
ffa091ee6137c606,الأكل البيتي في مصر ليه نكهة مميزة
532e0a8db9f1eeeb,الشباب المصري عنده طموحات وأحلام كبيرة
2828f6cacfac1ed9,المصريين بيحبوا يرحبوا بالضيوف بابتسامة
9538ec230fbefe71,التراث الثقافي في مصر غني ومتنوع
074dfed339e9ed50,الشارع المصري مليان بالحياة والناس
48c3ee1ac26e7ea8,المسرح في مصر له جمهور كبير ومحبين
debd3ee634295493,المصريين بيحبوا يحتفلوا بالمناسبات والأعياد
d6a5dae6be7cfe2c,اللغة العربية الفصحى بتتدرس في كل المدارس المصرية
143d40633657736a,القاهرة دايما زحمة بس ليها رونق خاص
086fe9c770f4238d,هو فين أحسن مكان تشرب فيه شاي بالنعناع
d16ca7429c730fa0,الدراسة في الجامعة الأمريكية في القاهرة صعبة لكن مفيدة
9af3d43276ad64bc,يا ترى إيه أكتر حاجة بتحبها في مصر
5e679fba7e55ec3e,النيل هو سر الحياة في مصر
40b6ae74c189cd1c,المصريين دايما عندهم حس فكاهي عالي
6495ec8aa0db202d,إنت شوفت مسلسل لن أعيش في جلباب أبي
bf0ac1e66f63bee7,فيه أماكن تاريخية كتير في الأقصر وأسوان
13dd82447e04634b,الصيف في الساحل الشمالي بيبقى روعة
95f9aa6189423d7e,السينما المصرية عندها تاريخ طويل وعظيم
ef8f9b14761335c4,الزمالك والأهلي دايما منافسة قوية
0904ff2db2e5e4aa,يا ترى إيه أكتر كتاب بتحبه لنجيب محفوظ
6abbe0002d7b827e,التحرير كان مركز ثورة  يناير
362c08f765abc3cb,النهاردة عندي عزومة على فطير مشلتت وجبنة قديمة
60a045520afebe3b,الواحد محتاج يشرب شاي بالنعناع عشان يروق
bf5fc3afc7849b3c,أنا بحب أتمشى على كورنيش النيل بعد الشغل
a283d5cc3d19102f,الحكومة أعلنت عن زيادة جديدة في أسعار البنزين
29de0fb97339fda0,ياريت نروح نتمشى في حديقة الأزهر يوم الجمعة
f4a4a60311582302,الأطفال بيحبوا يلعبوا في مدينة الملاهي
f822358207a4788a,إحنا دايما بنحتفل بشم النسيم في الهرم
87044cfd4b1e3554,الجامع الأزهر ليه تاريخ طويل ومشرف
f39bdcd9a97a7a6d,عايز أتعلم أعزف على العود زي زمان
99cd3a205c890297,يا خسارة نسيت أجيب الفول والطعمية من السوق
ebe3112ec10026f0,حاولت أرتب ميعاد مع الدكتور بس ما فيش مواعيد فاضية
b38cb3cc1f0ca94d,الواحد بيحس ببركة الجمعة بعد الصلاة
9a4a9d135d783b05,أحب أزور الأقصر وأسوان في الشتاء
87e3a18d89a75a1a,إيه أحسن مطعم بيعمل سمك في بورسعيد
fe6f20ea5e314446,أحسن حاجة في رمضان هي لمة العيلة
86ca8e600c7c1bcf,يا بختك لو عرفت تنام كويس في الحر ده
b05ff24757d70ee3,الواحد لازم يزور متحف الحضارة في الفسطاط
c6a1ec83da6a1e3d,عايز أتعلم أعمل ملوخية زي اللي بتعملها أمي
39c65c3386f5efb6,المدرسة بتبدأ بكرة لازم نجهز الشنط
3b8e1fb4799b0dfe,أحب أسمع أغاني أم كلثوم وأنا راجع من الشغل
cd3f9668ccae1f28,الزمالك منطقة حلوة جدا للتسوق والخروج
2f9105f459835bb3,المساجد في مصر ليها طابع خاص ومميز
65c93abc3572ff60,الواحد لازم يشرب كوباية قهوة عشان يصحصح الصبح
936ed2f5c794060c,إيه رأيك في الأكل المصري التقليدي
b8a69c5f8562f9ca,النهاردة كان فيه زفة عروسة في الشارع
cfd62ff5576123a0,بتحب تروح فين في العيد الكبير
13c73c08e95e0fc8,المناخ في الغردقة مناسب جدا للغوص
05c59b752e87bf3e,الساعة كام دلوقتي عشان نلحق الميعاد
8678fad446b89657,بتحب تقرأ كتب عن تاريخ مصر القديم
65fdf3b5acf9486e,أسعار الخضار في السوق مرتفعة اليومين دول
87d1d08b9d574994,عايز أعمل رحلة بحرية في النيل
3f8353ddff520013,الواحد لازم يزور متحف المصريات في التحرير
08ff240dbba3924d,أحب أصور مناظر طبيعية في واحة سيوة
6e54ab10c2a6a221,محتاج أرتب مواعيدي عشان أقدر أخلص كل شغلي
64ab002914f82b7f,إيه رأيك نروح نأكل آيس كريم في الصيف
7ff1aa0d0565e01e,بتحب تروح فين في إجازة الصيف
63c0cb9be43ccd57,الجو في الأقصر بيبقى حر جدا في الصيف
d6e37ec22e461ed7,الواحد بيحس براحة نفسية بعد الصلاة في المسجد
23f0ff28e9ba0b8e,عايز أتعلم أطباق جديدة من المطبخ المصري
c1961a6ae05f2bd7,إيه الخطط اللي عندك لعطلة نهاية الأسبوع
78a80e49433f4299,بتحب تسمع أغاني مين وانت رايح الشغل
3e24b0743aa95122,الواحد لازم يحافظ على صحته في الحر
231e3c4fbdf2da58,بتحب تقرأ أي نوع من الكتب
5296a5192e29b860,النهاردة كان فيه مطر خفيف في القاهرة
402c455a36129797,عايز أشتري هدية لعيد ميلاد صاحبي
010aac3a5c670780,إيه رأيك في الأكلة الجديدة اللي جربتها
9b13769a03e171cf,الواحد بيحس بالبركة لما يساعد الآخرين
8814f3a8df167475,بتحب تتفرج على مسلسلات مصرية
7982855562ffffec,النهاردة كان عندنا اجتماع عائلي
91367db5e1b4c06a,إيه أكتر حاجة بتحبها في فصل الشتاء
e7786d264153ac8e,بتحب تروح فين في العطلة الصيفية
530ffd3ea861f77a,الواحد لازم يهتم بصحته ويأكل أكل صحي
ced2e1f400c3ab3d,إيه الخطط اللي عندك للمستقبل
62b6c33892ed6a0e,بتحب تروح فين في عطلة نهاية الأسبوع
3d3d2babb108043b,النهاردة كان فيه زحمة في الشوارع
390e61cd34992a67,الواحد بيحس بالسعادة لما يكون مع أهله وأصحابه
019a9694a3b67fc8,بتحب تقضي وقتك فين في الإجازة
3ac21794818b6093,إيه رأيك في الأكلة اللي عملتها النهاردة
4c07f4e4124b4aaf,الواحد لازم يحافظ على صحته ويمارس الرياضة
03a94035a12a9834,النهارده الجو حر جدا والناس كلها بتشرب عصير قصب
5c76226831d002ae,إنت سمعت عن الأكلة الجديدة اللي اسمها كشري بالجمبري
bbbe27f09c551c45,الشوارع في وسط البلد دايما زحمة الصبح
b324190720d48b72,النهاردة عيد ميلاد أخويا وهنعمل حفلة كبيرة
917cfa29e01fd2fb,الاهتمام بالموضة مهم جدا للبنات في مصر
6651ffeb250785b4,الناس في الريف بيحبوا يزرعوا الفول والقمح
06c3d26ae780e713,في رمضان بنستنى المدفع عشان نفطر
27e51918151f65ac,القطط في شوارع القاهرة كتير ومحبوبة من الناس
ffe81449d85516ce,الأهرامات من عجائب الدنيا السبع وتاريخها عريق
37841669dbe4bcb2,الشاي بالنعناع هو مشروبي المفضل
22eeada7996729d0,النهاردة كان في مهرجان سينما في الجيزة
72c889562b4f2376,أنا دايما بروح النادي الأهلي ألعب كرة مع أصحابي
73cbbb5c0a8e58bf,في العيد بنشتري هدوم جديدة ونزور العيلة
6ee16a896af55241,إيه رأيك في مشروع العاصمة الإدارية الجديدة
991cc0927c074421,عجبني جدا مهرجان الكتاب في المعادي
b593ab6d082dae9d,الجو النهاردة حر جدا ومش قادر أخرج من البيت
46e05e3f6c9e2d8f,أنت عارف أن الأهرامات بقالها أكتر من  سنة
eaa5b23b35e5ac53,الزحمة في شوارع القاهرة بقت حاجة لا تطاق
c50df2d072c7c2a7,مين فاكر أغاني عمرو دياب القديمة كانت تحفة
a1d9bfe63f9872fb,النهاردة عندنا عزومة كبيرة لازم تيجي
71fe40e9d3d1fbea,يا ترى فين مكان الحفلة الليلة سمعت إنها في الزمالك
25d9096faa4ff200,الناس في مصر طيبين وجدعان ودايما بيساعدوا بعض
4fa1e699cffcfa74,حاجزت تذاكر القطار ولا لسه عايزين نسافر إسكندرية
1f70dd6efd7cb056,الفول والطعمية أحلى فطار ممكن تأكله في مصر
bc362c268a9f2326,رمضان في مصر ليه طعم مختلف كله بهجة وفرحة
c596b3cf77cbee79,مبروك النجاح يا بطل تستاهل كل خير
a325678d0cf6d0d8,يا رب السنة دي تكون أحسن من السنة اللي فاتت
aa4f509a93fbffc2,أنت شوفت المسلسل الجديد اللي نازل في رمضان
de46a0007b4d7dd8,الجو في الساحل الشمالي رائع لازم نزوره في الصيف
db25ba5810fa9bfb,عمري ما هنسى رحلاتنا للأقصر وأسوان كانت ممتعة جدا
23f24f282e1f4792,أنا بحب أكلة الكشري من عند أبو طارق
d3e67c5bce200c33,يا ريت نروح نشرب شاي في خان الخليلي
ea78c0b385cbb216,الطيبة بتاعة الناس هنا مش موجودة في حتة تانية
6c2cdbe600607274,النهاردة الجو حر جدا محتاجين نروح البحر
3afc902967a00398,العيلة كلها بتتجمع كل جمعة عند جدو
d1acbc020e4b75ac,الحياة في النوبة هادية وجميلة
9ed326c17dbeb4eb,يا سلام على الحواوشي من عند العجوزة
0107264ef628a1a1,مش هتصدق الجمال بتاع واحة سيوة
86904ec4f31924e1,عايزين نروح نسمع أم كلثوم في قهوة
f18b9d4139ce5383,الصحراء الغربية فيها مناظر طبيعية روعة
753668170a8739d1,القاهرة القديمة مليانة أماكن تاريخية
5246cc88097ea3fc,ماتنساش تاخد معاك كوباية شاي بالنعناع وأنت طالع
12391d064650b6f9,الليل في الأقصر بيبقى ساحر
2704854698ef8278,عايزين نروح نزور مكتبة الإسكندرية الجديدة
aaac664551e300ae,العيد الكبير قرب مستعد للذبح
db24626698626685,الأكلة المفضلة عندي الملوخية بالأرانب
b41f7405488c71fa,الأفراح عندنا مليانة بهجة وفرحة
527d47653a149c60,مصر مليانة أماكن سياحية تستحق الزيارة
569ca9992c6b95bf,إيه رأيك في الأكل الليبي
0f8c0bf28fbcd56a,عايزين نروح نتمشى على كورنيش النيل
6ac5f8163c8b3eef,الصيف في مرسى مطروح بيبقى حكاية
ebdf0374be4b210d,متنساش تروح تشوف معبد الكرنك في الأقصر
cbbdb3164458125b,الجو في إسكندرية جميل في الصيف
259ece0b1bb88ff9,المصريين دايما بيحبوا الشاي بعد الأكل
a532af2e04895f6f,أشتري منين أحسن كنافة في القاهرة
9b326785cce3b893,ماتنساش تشتري الطعمية من المحل اللي جنب البيت
060973155df1d366,الفراعنة كانوا ملوك عظماء والتاريخ شاهد
282bc22a60b4d6bc,الأذان بيملأ الجو بالروحانية وقت المغرب
c739c850dc210551,الزحمة في شوارع القاهرة بتكون صعبة الصبح
217f169b4e71945e,المحشي أكلة مصرية تقليدية ومحبوبة
4b9c3f4ab2c8bd58,يا ترى الأهرامات محفوظة زي زمان
d907779660ceadfe,الستات في مصر بيحبوا يتجمعوا ويتكلموا في كل حاجة
5b163208b2e71dad,القطر بتاع السكة الحديد دايما بيكون مليان
73d165a6535c802f,المساجد في مصر مليانة بالناس يوم الجمعة
6d7f0ac943bf84f6,الشوارع في رمضان بتكون مليانة زينة وفوانيس
b5ce78260658ae51,المصريين عندهم حس فكاهي عالي جدا
9243b79495901e1f,الناس في الأرياف بيحبوا الزراعة والحياة البسيطة
8f9a6083b5ba956b,القهوة المصري بيكون طعمه مميز وقوي
4038976dfc052e27,الأفلام المصرية القديمة لها جمهور كبير لحد دلوقتي
acf2cf9b220abeaf,إيه رأيك في أكلة الكشري النهارده
15244a1194c9be67,عمرك زرت خان الخليلي ولا لسه
1fb5d1270b5b3bc7,التحرير أحلى مكان نتجمع فيه مع الأصحاب
a5492962413b7201,العباسية فيها ناس طيبين جدا
ceb459befa856c43,المعابد الفرعونية في الأقصر وأسوان مبهرة
6b8b5362bc684045,الزحمة في القاهرة بتبقى على طول
6ad33acdff91b5e9,أم كلثوم كانت أيقونة الفن المصري
e747cc2ca377a025,القطار السريع الجديد هيبقى طفرة في المواصلات
02fec2a8346ee83a,الرمضان في مصر ليه طعم تاني
45d84c685209b2f2,الموزاييك الإسلامي في المساجد تحفة فنية
820769908b644acb,حفظ الأهرامات بيستلزم مجهود كبير
eb39626796f93a90,المنوفية مشهورة بالزراعة
5a351d3fa9737b48,السياحة في مصر بتمثل دخل كبير للبلد
46ba92444a50f136,تاريخ مصر القديم مليان أسرار وحكايات
cbdf1630cabb6905,السويس مدينة جميلة ومليانة نشاط
7aafe5fe55e5c2d5,القهوة البلدي في مصر ليها طعم مميز
3d98b6a4b9ebbb8f,الأطفال في مصر بيلعبوا كورة في كل مكان
a058efb6a8984ee4,الإسكندرية معروفة بالبحر والسمك الطازة
825511629284a17d,السويس درة قناة السويس
7b506a66974014df,الصحرا بتمتد على مساحات كبيرة في مصر
85ddba58158469ed,الفن التشكيلي المصري ليه مكانة عالمية
e1228dd353fe35b5,القرى النوبية في أسوان ليها طابع خاص
9b6dd15df0bba505,المدارس في مصر بتعلم الطلاب اللغة العربية والإنجليزية
2768ff23984e8095,المشروبات الرمضانية زي التمر هندي والكركديه مشهورة في مصر
9752a1e2e71bfb49,المحميات الطبيعية في مصر بتحافظ على التنوع البيولوجي
de8f5b566fa4f364,الأفلام المصرية القديمة لسه لها جمهور كبير
8cec164feaa76b8a,الأطفال في مصر شاطرين في الرياضيات والعلوم
b64ad0df95f0ebe0,العيد في مصر بيجمع العيلة والأصحاب
1e35d896ce471841,الخط العربي ليه جمال خاص في الكتابة
5c0e5666b5c43065,الجامعة الأمريكية في القاهرة مكان تعليمي مرموق
cea39e33745fa6cb,المدن الجديدة في مصر بتتوسع بسرعة
e7157ec856922d38,الناس في الصعيد ليهم عادات وتقاليد مميزة
8748f61880fd425c,المتاحف في مصر بتحكي تاريخ البلد
04f470bd2a265194,برج القاهرة من أشهر معالم العاصمة
0138652d975886cf,العمارة الإسلامية في مصر بتعكس عبقرية الهندسة
28060baba1a9bcd2,التلفزيون المصري بيقدم برامج متنوعة
e5f38d1adfffea81,البحر الأحمر في مصر مشهور بالغطس والشعاب المرجانية
7217b957597f36ee,الأغاني الشعبية في الأفراح بتبقى فرحة كبيرة
07c0995c18290d15,الحرف اليدوية في مصر ليها شهرة عالمية
5f67e59f7aef5ea4,المدن الساحلية في مصر بتستقبل سياح كتير
95f1cdb2bd5bfd36,المواصلات العامة في مصر بتساعد الناس على التنقل
750a55fa4c92600e,الأطفال في مصر بيحبوا الحواديت والقصص
8ef8ea73e6e49d66,الفنادق في مصر بتقدم خدمات متميزة للسياح
057cd146b3964766,الناس في مصر بيحبوا الرياضة وخاصة كرة القدم
e8e300088063da7d,الجو في مصر بيبقى دافي في الشتاء
4e5081743f21b526,المساجد في مصر بترحب بالمصلين من كل مكان
3883a4e585fd6b34,الناس في مصر بيحبوا السفر وزيارة الأماكن الجديدة
eed305007ada0ce0,الأكلات المصرية مشهورة بتنوعها وطعمها اللذيذ
7c3e915d94f2ef99,التكنولوجيا الحديثة بتنتشر بسرعة في مصر
ba5ff9ba5179ec47,الصحافة في مصر بتهتم بالأخبار المحلية والدولية
311a0142ccc45901,الزراعة في مصر بتعتمد على النيل والأمطار
c32f82c359376937,السوق المصري مليان بالبضائع المختلفة
d41c8d8b52a17309,الحياة الليلية في القاهرة مليانة نشاط وترفيه
c87492cd2517b310,المعابد الفرعونية في الأقصر بتحكي قصص الملوك القدماء
14776dec575f3f3f,يا سلام على الكشري من إيد عم حسن
516ab2e5b64e576e,يا ترى إيه أخبار الأهلي والزمالك النهارده
25c5697684e88455,المصريين بيحبوا يقعدوا على القهوة ويتكلموا في كل حاجة
843fcc04b68ed3e3,الزمالك فريق عريق وله جماهير كبيرة
f0f3cfdc1226b4a7,إسكندرية جميلة في الصيف ومليانة سياح
4f4edfde209f20ca,مصر أم الدنيا وأم حضارة  سنة
095576904ef235c2,يا بخته اللي عنده شقة على البحر في إسكندرية
b63ac5b45707fbc1,الناس في مصر بيحبوا كرة القدم بجنون
6793d26a0995398b,يا ريت نخلص من مشكلة المرور قريب
5b8eaca368f692f0,شوارع القاهرة القديمة مليانة تاريخ وحكايات
03c810fcf87edb47,الأكل المصري بيتميز بتنوعه ونكهاته الخاصة
83e35d590b632a2e,يا رب السنة دي تكون سنة خير على كل المصريين
871f922f2cfd038e,الإسكندرية مدينة جميلة ومليانة حياة
d8488dc8a80a28b2,يا سلام على شاي الكشري بالنعناع
ffa98e5c555e9416,الأغاني الشعبية في الأفراح بتبقى مبهجة جدا
e20c2624fdca7f19,الأطفال في مصر بيلعبوا في الشوارع لحد متأخر
95fd0ca3e7f31eb0,الأم المصرية بتضحي عشان ولادها بشتى الطرق
e9010a8353359e59,يا ريت نروح نزور مكتبة الإسكندرية قريب
e156dee9fe8e3685,المساجد في مصر بتتميز بجمال عمارتها
3ea3672102e66f68,مصر دايما بتبهر العالم بتاريخها وحضارتها
05849245ea532b4c,الناس في مصر بيحبوا الفطير المشلتت بالعسل
0eae1bb987032a28,يا ريت نروح نتفرج على عرض الصوت والضوء في الهرم
a9ce9ebc0562a922,المصريين عندهم مثل لكل موقف في حياتهم
993d2f6b67efc9e8,البحر الأحمر مكان رائع للغوص والرياضات المائية
854db63364e87198,الريف المصري بيمثل جمال الطبيعة والبساطة
293bdbb2f098ffa1,الأسوان بتتميز بجوها الدافي ومناظرها الطبيعية
abfe12a58a886a64,الكنيسة المصرية لها تاريخ طويل ومؤثر
dedae9220387ad2b,المسلسل ده شدني من أول حلقة
e5badae16f491fe0,الناس في مصر بيحبوا يتجمعوا على الفطار في رمضان
e3986effe565c2dc,الأكل البيتي في مصر ملوش حل
65967eee1ad2be71,يا ريت نروح نحضر حفلة في الأوبرا
616be91812f9496a,المواصلات في مصر متنوعة من مترو لميكروباص
f7aebe4cacd9bb6b,الناس في مصر بيعشقوا السفر لشرم الشيخ والغردقة
346d7b2981a0e4ea,الأطفال في مصر بيلعبوا الكورة في كل حتة
a3fc9ccdafd090e1,النهاردة هنروح الأهرامات مع العيلة  
46b5cf04fcd72cae,بتحب تشرب شاي بالنعناع  
9f6e8bdc1b100f66,المسجد ده من أقدم المساجد في القاهرة  
983ad34d3e233906,يا بختك رحت اسكندرية الأسبوع اللي فات  
fdfcb1f767dbf039,الزحمة في القاهرة ما بتخلصش  
8e190fab10769be5,الحياة في الريف المصري بسيطة وجميلة  
2a74d941eb8aeaa5,أم كلثوم كانت وما زالت رمز الأغنية المصرية  
af6e5b5541238001,الناس هنا عندهم كرم وأصول  
1b9f0728fdbb6f35,بتحبوا تروحوا خان الخليلي تتسوقوا  
a53f022c9c0e54f7,التحرير ميدان له تاريخ طويل في مصر  
894ebc8d4e8b232f,الصعيد له ثقافة وتقاليد مميزة  
0a75ce8f4d7e3294,عايزين نروح السينما بالليل  
7900bf3f1e5c46b4,الحتة دي فيها مطاعم كتير حلوة  
755ce95c349156cb,الأطفال بيلعبوا في الشارع مبسوطين  
38f861cfc4151043,العيد في مصر له بهجة مختلفة  
7e256b1b6dce3497,الأهرامات وأبو الهول رموز الحضارة الفرعونية  
25da915dd715b3ef,القطط في الشوارع هنا كتير  
963d11e0f98d1df5,المحشي والكشري أكلات مصرية شعبية  
f0e91a723c9848ed,مين عايز يشوف النيل بالليل  
243abfec67ee09bd,العيلة في مصر ليها مكانة خاصة  
257b8fc992f190cf,الزمالك والأهلي أكتر فرق مشهورة في مصر  
8cd4965d76ae01d9,الناس هنا بيحبوا القهوة التركي
c3801592479215b8,شاي الكشري في مصر طعمه روعة
ebd07e23fc9936f3,الزحمة في وسط البلد صعبة قوي
ddd00d765bbeddb4,الأكل المصري زي الكشري والفول بيجنن
62a1f7d9f7482e01,كنت عاوز أزور المتحف المصري وأشوف الآثار
59de38c7714d67ed,السياحة في مصر بترجع تدريجيا بعد كورونا
6434e9027b64a0ec,النهاردة عاوزين نعمل فسحة على النيل
62a3cbc8d21797b4,الأغاني الشعبية المصرية دايما ليها طابع خاص
d7d5b56ae3487f62,ماتنساش تاخد معاك مية وأنت خارج في الحر
692d82a129ca3088,العيد الصغير قرب يلا نجهز الحلويات
79f6b9694b74c4b6,ماتفتحش باب الشقة لحد غريب
57fb9b185754a08e,الوقت ده أحسن وقت لزيارة الأهرامات بدون زحمة
042cb6758ce0d089,الأمانة حاجة مهمة جدا عند المصريين
93bd09a59a70261d,الأكل البيتي أحلى بكتير من الأكل من بره
d4d3edfecc270434,الأطفال بيروحوا المدرسة كل يوم الصبح بدري
3398cda8f289c66a,الناس هنا في مصر بيحبوا الضحك والهزار
f06602f272e49bc6,المصريين بيعشقوا يتفرجوا على ماتشات الكورة
0b5d089c265a526a,النهاردة هنعمل عزومة كبيرة لأهلنا
4c4d40f382e90153,الناس هنا متعاونين وبيحبوا يساعدوا بعض
f66a852145769319,النهاردة كنت في زيارة للأقصر وأسوان
a77ef50eff6504c2,القطايف والكنافة من أحلى الحلويات في رمضان
c263dda6b30c5d1c,النهاردة كنت في رحلة لواحة سيوة
465c7642722ce396,الناس هنا في مصر بيحبوا الترحيب بالضيوف
43b70af3ec6a0494,الزحمة في القاهرة بتبقى رهيبة وقت الذروة
2acc767ad1d3fb26,المصريين دايما بيحبوا يتجمعوا مع بعض
eafa80a263509d8a,النهاردة رحنا نزور مكتبة الإسكندرية
7061bf5924635d28,الأكل في المطاعم الشعبية ليه طعم خاص
f6d3d962a389b4ee,المصريين دايما بيحبوا يشربوا شاي بعد الأكل
9bbfeed9f5d091ca,النهاردة اتفرجنا على فيلم عربي قديم
4381f4d1c3fe475c,الشوارع في مصر مليانة محلات وباعة
2c80acce2b740cbe,النهاردة كان عندنا ندوة عن تاريخ الفراعنة
22a2a76a1f1a5a14,الناس هنا بيعشقوا الأكل البحري
41700d2bce6987c0,المصريين دايما بيحبوا يزوروا الأهل والأصحاب
4ec9f2138c8eb2d7,النهاردة رحنا زيارة للأهرامات وأبو الهول
d9e8717602b0a730,النهاردة كان عندنا حفلة صغيرة في البيت
75a78965f42dc42f,الناس هنا بيحبوا يتفرجوا على مسلسلات رمضان
86f7feedbf95bca9,المصريين دايما بيحبوا الترحيب بالضيوف
dacc8b90443fa242,النهاردة كنت في جولة سياحية في الأقصر
0cd06627efce5a68,الجو في اسكندرية بيكون منعش في الصيف
daf588c8a551105d,أكل الفول والطعمية من أساسيات الفطار عند المصريين
2fb86f74bc5436f8,إمتى آخر مرة زورت فيها الأهرامات
5cc37cbddadf2eae,الكشري هو الأكلة المفضلة عند كتير من الناس
a2a33c5b8ebaf316,الناس في مصر بيحبوا يشربوا الشاي بالنعناع بعد الأكل
b36821da95a8ef9f,القلعة في القاهرة من الأماكن الأثرية الجميلة
7bde38d3b4d55933,العيد في مصر ليه طعم مختلف ومميز
2786f3945911db26,ليه ما تيجي نروح نشرب قهوة في الحسين
932e66cfcbe65362,المصريين دايما بيقولوا ماشي الحال لما الأمور تبقى صعبة
e1a6234080a7fefb,اللي ما شافش النيل يبقى ما شافش مصر
6a3e40241e4690d8,في رمضان الأجواء بتكون روحانية وجميلة
3e03fbba998f18a4,الأطفال في مصر بيحبوا يلعبوا الكورة في الشوارع
3873c07ec61624b5,النهارده في حفلة موسيقية في دار الأوبرا
7769ce48eb0eb063,الدراسة في الجامعة المصرية بتكون تحدي كبير
0801ce9104773482,الأكل في مصر ليه نكهة خاصة ما تلاقيهاش في أي مكان تاني
e497f4c60a476575,الطبيعة في سيوة ساحرة وجميلة جدا
