audio,transcript
adapt_sample_1851_noisy,أه وادوني حاجه على اللي انا دفعته ده
adapt_sample_1852_noisy,أهلا ومرحبا بكم في حلقه جديده من برنامج شوارع القاهره برنامج شوارع مصر بقى مش القاهره لأن مصر تشمل كل المحافظات إحنا اليوم في محافظة المنوفيه على الكوبري
adapt_sample_1853_noisy,بالراحه ربنا يسترها يارب
adapt_sample_1854_noisy,عملت إيه بقى
adapt_sample_1855_noisy,بيلعب إيه
adapt_sample_1856_noisy,إيه
adapt_sample_1857_noisy,ألف سلامه عليك
adapt_sample_1858_noisy,بتقدم على الشنجن صعب تاخدها متعددة الدخول إلا لو كنت رجل أعمال
adapt_sample_1859_noisy,إيه اللي انت قولته
adapt_sample_1860_noisy,تمام
adapt_sample_1861_noisy,بس بلاش تشتم
adapt_sample_1862_noisy,أو كنت راجل مثلا هتعمل بيزنس أو هتعمل حاجه
adapt_sample_1863_noisy,عاشت الأسامي يا ست سعديه وعندي كام سنه يا ست سعديه
adapt_sample_1864_noisy,على الكافيه طبعا
adapt_sample_1865_noisy,يبقى أنا كده فعلا معييش إن أنا رايح أعمل سياحه أنا هقعد في روما خمس تيام و عندك تذكره و هتراجعها بالتواريخ و حجز الفندق هتلاقيهم تمام
adapt_sample_1866_noisy,أنا ما أصطادتش حاجه كبيره بالطريقه دي قبل كده
adapt_sample_1867_noisy,هفضل زي ما أنا
adapt_sample_1868_noisy,ده بقى و الكلام ده
adapt_sample_1869_noisy,من روما هروح ميلانو هحجز من ميلانو على بلدي إحنا كده معانا كام حجز للطيران اللي أنا عملته
adapt_sample_1870_noisy,و كل الساده المشاهدين
adapt_sample_1871_noisy,بس إن شاء الله
adapt_sample_1872_noisy,راس حربه
adapt_sample_1873_noisy,يعني الحمد لله
adapt_sample_1874_noisy,جبتهولك أهو
adapt_sample_1875_noisy,تلاته صفر
adapt_sample_1876_noisy,عم محمد
adapt_sample_1877_noisy,ده كام سنه
adapt_sample_1878_noisy,قالتلي مامتك كده وهي بتقولك خد الجبنه يا حبيبي عشان تروح بيها المدرسه
adapt_sample_1879_noisy,لكن أول مره وتاخدها متعددة الدخول
adapt_sample_1880_noisy,يعني أنا هاكل لوحدي
adapt_sample_1881_noisy,فخلاص بقى أنا كده حجزت خمس تيام كمان في ميلانو هسافر من ميلانو بقى على إيه على بلدي يبقى أنا حجزت تلات مرات
adapt_sample_1882_noisy,بس مش علشانها علشان انا عاوز كده
adapt_sample_1883_noisy,و حجز طيران بعد خمس تيام بقى من ميلانو هنقول إن احنا هنروح عشر تيام
adapt_sample_1884_noisy,وهعمل زي ما هما بيعملوا
adapt_sample_1885_noisy,ما بقولك يا عم بمناسبة ىالهبد بقى
adapt_sample_1886_noisy,لا والله مش النهارده لما الحلقه تنزل
adapt_sample_1887_noisy,ماشي ساب المنتخب بس كان في المنتخب
adapt_sample_1888_noisy,دي الفوطه اللي بتبيعيها
adapt_sample_1889_noisy,عايزك تلحنلي الجمله دي جبنه بيضا مصريه بجوده أوروبيه
adapt_sample_1890_noisy,يعني حاجه جودتها عاليه هو ده الأيزو
adapt_sample_1891_noisy,طب ابعتهولي عند قسم العباسيه عشان اتخانقت مع المراقب وعملي محضر في القسم دلوقتي
adapt_sample_1892_noisy,مات
adapt_sample_1893_noisy,النهارده هتلاقي ما فيش لم ما فيش أسعار الإتنين يعني ما فيش لمو ما فيش أسعار يعني ما فيش طلب على حاجه ما فيش أسعار لحاجه هو لما يلاقي حاجه بقى فلتة حاجه إيه فلتة عجبته و بسعر لقطه شفته كده مثلا ما صورنا قبل كده الجزء الفنش أبو ألفين قولتلكوا حد اشتريها بسعر لقطه بألف ومتين
adapt_sample_1894_noisy,يا با
adapt_sample_1895_noisy,تريزيجيه بيعمل إيه
adapt_sample_1896_noisy,ألو
adapt_sample_1897_noisy,كبده
adapt_sample_1898_noisy,لسه هنتكلم في تفاصيل كتير زي ما قولتلكوا ولكن
adapt_sample_1899_noisy,فدي أول حاجه أنا فكرت فيها إن أنا لما أجي أقدم أنا هقدم في الوقت اللي هو في التلج ده هقدم في الشتا يعني الشتا إمتى يعني في أكتوبر
adapt_sample_1900_noisy,الحمد لله
adapt_sample_1901_noisy,ألو
adapt_sample_1902_noisy,أيوه
adapt_sample_1903_noisy,لا يا حبيبتي أنا مبكلش من الشارع يا حبيبتي
adapt_sample_1904_noisy,هو أنت ينفع تاكل معايا ولا
adapt_sample_1905_noisy,والوضع على ما هو عليه والوضع عباره عن إيه أولا لو مسكنا أول حاجه عدد الهواه هو قليل جدا النهارده عدد الهواه قليل جدا يعني يتعدى على سبعه جنيه الواحده
adapt_sample_1906_noisy,جوزك شغال بواب العماره
adapt_sample_1907_noisy,ماشي يا محمد
adapt_sample_1908_noisy,أه الكاميرا الخفيه
adapt_sample_1909_noisy,أرفع الفستان وأقرص ميهمنيش
adapt_sample_1910_noisy,سوشي سي سي فود
adapt_sample_1911_noisy,وبعد كده إيه اللي حصل بعد كده
adapt_sample_1912_noisy,ده كان مختصر أسبوع عشان الناس عايزه إيه كلمتين و تخرج كده إنت أخدت المفيد اللي عايز بقى يسمع الكلام اللي هقوله عن السوق يقدر يتواصل معانا بس هتكلم في إيه المفيد أهو في كلمتين
adapt_sample_1913_noisy,بس
adapt_sample_1914_noisy,و الله و من ناحية وسخ فهو وسخ بقى ربنا يسامحه المهم انا في القسم دلوقتي اعمل ايه طيب
adapt_sample_1915_noisy,إنتي كنتوا بتتصوروا يا رضوى ده كان مقلب بس مش أكتر
adapt_sample_1916_noisy,كل كلمة حب حلوه قلتهالي
adapt_sample_1917_noisy,فتوى فتوى غريبه إنت سمعتها قبل كده
adapt_sample_1918_noisy,لو كف إيدك قد وشك هتخش الجنه قيسوا كده
adapt_sample_1919_noisy,تعالى هنا خايف مين يا محمد اجمد
adapt_sample_1920_noisy,أكبر هبده أو فاتيه سمعتها في حياتك
adapt_sample_1921_noisy,يا ابن الكلب
adapt_sample_1922_noisy,تمام لأن أنا ممكن أكون مسافر على طيران مثلا حجزت مثلا على طيران بلدي البلد اللي انا فيها أو أي بلد تانيه فهتوديني روما أحجز بقى طيران داخلي
adapt_sample_1923_noisy,وجسمي ينزل
adapt_sample_1924_noisy,هو سؤال بس إنت هتقف تتكلم خلاص
adapt_sample_1925_noisy,إيطاليا إم إنتي منين أصلا
adapt_sample_1926_noisy,نجيب مدرب وطني
adapt_sample_1927_noisy,أنا بغني من زمان لعبد الحليم ولا ام كلثوم
adapt_sample_1928_noisy,لو البنت اللي انت هتحبها أول فتاة أحلامك قالتلك أنا مش هرتبط بيك عشان انت سرسجي هترد تقولها إيه
adapt_sample_1929_noisy,سيخ كده هو بص أه بتعمل سيخ كده
adapt_sample_1930_noisy,العمليه مش أي كلام
adapt_sample_1931_noisy,ماشي
adapt_sample_1932_noisy,يعني في الشهر بتلات تلاف يورو فا هو بقى بيعمل إيه بقى بيديك ورقه من عنده
adapt_sample_1933_noisy,قسم إيه
adapt_sample_1934_noisy,الفول الاسكندراني بيبقى زي الفول العادي و خلطة العادي وعليه الخلطه دي أيوه
adapt_sample_1935_noisy,وأنا بروح أسمع عنده في الكافيه
adapt_sample_1936_noisy,أيوه معنا
adapt_sample_1937_noisy,أقسم بالله الحاج بيقولك لازم يقرصوا العروسه عشان تحصلها والكلام ده
adapt_sample_1938_noisy,إيه
adapt_sample_1939_noisy,إنما
adapt_sample_1940_noisy,إيه ده والله ما بهزر
adapt_sample_1941_noisy,بجا بجد حاجه ضخمه
adapt_sample_1942_noisy,إنت عارف إن انا مبا مبكلش الفول المطحون ده أصلا
adapt_sample_1943_noisy,يروح كاتب الرقم عشان خاطر ده برضو بيظهر إن انت راجل بتصرف في البلد اللي هو اسمه الرقم الضريبي حلو الكلام
adapt_sample_1944_noisy,المهم إن انت تكون داخل قانون في ناس بتسألني هو انا لو واخد التأشيره بأسبوع ولا بأسبوعين ولا لو واخدها بيوم واحد
adapt_sample_1945_noisy,يعني متفكرش نفسك إن إنت ذكي حاول إن إنت تبقى إنت قاعد إنت السفير أنا أشوف الورق ده إيه الراجل ده فعلا طالع يعمل سياحه و لا مش طالع يعمل سياحه
adapt_sample_1946_noisy,طبعا الكلام ده إنت بقى شوف أي بلد إنت عايز تقدمها شوف الأماكن اللي فيها واعمل حجز داخلي للطيران في دوله واحده متعملش كذا دوله بقى عشان خاطر إيه متبقاش فيها عشان واحد يقولك إيه روح إعمل سياحه في إيطاليا و روح إحجز مش عارف في أسبانيا و بعدين
adapt_sample_1947_noisy,اخويا مصري انت عايزني
adapt_sample_1948_noisy,بيطلبوا بقى منك في ال في العقد اللي هو بتاع العقد الحر الإكتيفيدات ده اسمه الإكتيفيدات أو الإيصالات الخضره بالعربي
adapt_sample_1949_noisy,و هطلع من روما على ميلانو هتلاقي إن أنا قاطع تذكره من ميلانو فمن روما لميلانو
adapt_sample_1950_noisy,عشان بس
adapt_sample_1951_noisy,جنب الحيطه يا جماعه لأن هو بيحب يمشي جنب الإيه جنب الحيطه و هتسيبهاله جميل جدا و بكده يبقى انت الفار هتلاقيه الصبح مقلوب إن شاء الله و لو في شباك عندك بقى لو في شباك عندك
adapt_sample_1952_noisy,لازم لازم
adapt_sample_1953_noisy,ده اسمه إيه في الشارع ده في كافيهات شايفين العماره الصفرا دي
adapt_sample_1954_noisy,وإيه المهم إن عنده مشكله إن في حاجه بتاكل البط و الفراخ من عنده و بالذات البط الصغير و الفراخ الصغيره
adapt_sample_1955_noisy,غينيا ولا جنوب
adapt_sample_1956_noisy,بدون ما تساعده يعني عايزك تقولي أسماء حداشر لاعب بتوع المنتخب اللي لعبوا
adapt_sample_1957_noisy,هنخش بقى على إيه يا جماعه إنت هتروح هتتغدى إنت ذات نفسك أكلت سمك
adapt_sample_1958_noisy,يا مفتري ابن المفتريه
adapt_sample_1959_noisy,<fil>
adapt_sample_1960_noisy,و إن كان المصلى ورائيا و ما بيا اشراقا غير أن حبها كعود الشذى أعيي طبيبه المداويه
adapt_sample_1961_noisy,دلوقتي بقى هقولكوا على إيه اللي حصل لما دخلت سألت الست جواه لما بتقدملك الأوراق كلها بتابع الملف بتاعك من الألف للياء طبعا ده ده إسم المكتب أنا صورتهولكو وبرضو دي الورقه أهي لو عاوزين تعملوا بحث أو تعملوا سيرش على
adapt_sample_1962_noisy,هو ليه
adapt_sample_1963_noisy,إتصل عليا أحد أصحابي عنده مزرعة بط ومزرعه فراخ وحاجات زي كده
adapt_sample_1964_noisy,يعني روحت اشتريت أكل و شرب و مش عارف إيه و أنا بدفع و أنا بدفع الفلوس بيقولي إديني رقم ال بتاعك
adapt_sample_1965_noisy,تمام خمس تيام تاني
adapt_sample_1966_noisy,جاب التنين
adapt_sample_1967_noisy,ده بقى اللي خرب الدنيا عند عمك موسى ومدمر الدنيا
adapt_sample_1968_noisy,صباح الفل خدها قاعده كده كل شيء جميل معمول بإتقان كان وراه حب وراه إخلاص زي مصر الجديده كده بالظبط
adapt_sample_1969_noisy,يتابعوا الأوراق بتاعتك في الصيف إمتى هيجيلك الميعاد لما يجيلك الميعاد بقى إيه اللي بيحصل أنا أقولك إيه اللي بيحصل بيديك ورقه زي دي
adapt_sample_1970_noisy,إنت طلعت في التليفزيون دلوقتي
adapt_sample_1971_noisy,بالرغم إن إحنا دلوقتي داخل الساعه تمانيه ونص التجار ما فيش غير واحد بالظبط والتاني لسه نازل دلوقتي والاتنين اللي هما إيه بيلموا عشان يسلموا مش بيلموا لحسابهم
adapt_sample_1972_noisy,يا بنتي لو خمستلاف جنيه
adapt_sample_1973_noisy,لأ لأن انا أصلا أنا أصلا مبقعدتش مع بنات في العموم
adapt_sample_1974_noisy,الفتوى دي فتوة شاورما ولا فتوة لحمه
adapt_sample_1975_noisy,طيب
adapt_sample_1976_noisy,سلام سلام
adapt_sample_1977_noisy,طب وبعدين
adapt_sample_1978_noisy,يبقى أنا حجزت من بلدي على روما هطلع من روما بعد خمس تيام طيران داخلي تمام كل ده ببلاش كل ده بتحجزه بتعمل حجز طيران ببلاش بس هو ده
adapt_sample_1979_noisy,أنا من ساعة ما نزلت أنا مغطي عصافيري ما شيلتش الغطا عنهم أنا نازل بعصافير إن في حد متفق معايا هيقابلني هياخد حاجه منهم فأنا من ساعة ما نزلت مغطي العصافير مقدرتش أرفع الغطا عنهم
adapt_sample_1980_noisy,أيوه
adapt_sample_1981_noisy,كده دي كده يا جماعه الجره الجره دي كده إيه مش طبيعيه إحنا بندور من ساعتها على جره
adapt_sample_1982_noisy,بجد والله
adapt_sample_1983_noisy,لا مركز مع الماتش
adapt_sample_1984_noisy,ليه
adapt_sample_1985_noisy,أه
adapt_sample_1986_noisy,اسبجتي
adapt_sample_1987_noisy,هو اللي تعبان بتاع الدليفري اللي بيقولوا عليه طيار
adapt_sample_1988_noisy,تحرير
adapt_sample_1989_noisy,ماما ده ببلاش على فكره
adapt_sample_1990_noisy,كده بقى قليل
adapt_sample_1991_noisy,و ان شاء الله خير العماره الصفرا اهي شايفينها يعني هو ما يطولش يعني أنا وصفتهالكوا بالتفصيل لأي حد ما عندوش حد هنا مش محتاج ان حد يساعده مش محتاج انه يروح مكتب مش محتاج ان هو يروح لأي حد
adapt_sample_1992_noisy,زي ما انتو شايفين وحطينا في الشباك وحطنا برضو إيه حاجه إيه بحيث إن هي إيه و هو بياكل ما يقعش منه الإيه الأكل بره و إن شاء الله إن شاء الله الطريقتين دول
adapt_sample_1993_noisy,أه لو مكلتهاش كانت تضربني بالشبشب
adapt_sample_1994_noisy,دعواتكم بقى معانا إن شاء الله
adapt_sample_1995_noisy,وبما إن الحب ما بتحكمهوش حدود جغرافيه فمتستغربش لما تعرف إن البارون ده مكنش مصري ولكن بلجيكي
adapt_sample_1996_noisy,أبوك هيفشخك وأمك لو عرفت يالهوي
adapt_sample_1997_noisy,حضرتك على القناه الكام
adapt_sample_1998_noisy,عشان انا حزين بجد
adapt_sample_1999_noisy,خلص كام كام
adapt_sample_2000_noisy,أنا هرمي إن انا نفسي أرمي نفسي
adapt_sample_2001_noisy,من سنة تمانين وحضرتك عامل عربية فول ولا محل فول
adapt_sample_2002_noisy,السيستم هيقبل مش هيقبل فالسيستم بتاع الصيف بتاع البرتغال لازم توفرله الأوراق دي لو في ورقه ناقصه
adapt_sample_2003_noisy,في حته اسمها روسيا أنا كنت روحته قبل كده بس طبعا مش هروحه عشان بعيد ده عنوانه يا جماعه و الإيميل بتاعه تقدروا تتواصلوا معاه أهو ده الإيميل ده الإيميل أهو الإيميل ده
adapt_sample_2004_noisy,منين من مصر يعني
adapt_sample_2005_noisy,أه يا بابا خلصته ورحت قسم الوايلي
adapt_sample_2006_noisy,إنت عندك عقدة خواجه
adapt_sample_2007_noisy,يعني لو ربنا كرمك ولبست في جوازه فالخزوق مطول معاك
adapt_sample_2008_noisy,أنا معايا ست لغات
adapt_sample_2009_noisy,أسامه حسن بتاع اللعب لا لا
adapt_sample_2010_noisy,متعيطيش لامؤاخذه معاكو ربنا و ربنا ما يهزر
adapt_sample_2011_noisy,أيه
adapt_sample_2012_noisy,بعد ما بتجمع الأوراق بتاعتك فا هاخدكو كده المنطقه اللي إحنا رايحينها اسمها الجيش الجيش
adapt_sample_2013_noisy,بالنيات برضو
adapt_sample_2014_noisy,هتلاقي المكتب فين على إيدك اليمين تعبت عايز تشرب قهوه اهي ما فيش ما فيش أي مشاكل ما فيش أسهل من كده أنا بديك الخطوات بالتفصيل عشان إن شاء الله ما تحتاجش لحد لو حبيت تروح المكتب ده أهي
adapt_sample_2015_noisy,صهد يا جماعه لأنه فعلا
adapt_sample_2016_noisy,البطاطس المحشيه ده إيه بقى
adapt_sample_2017_noisy,ماشي يا بابا سلام
adapt_sample_2018_noisy,إيه القناعه
adapt_sample_2019_noisy,سايبه المطبخ
adapt_sample_2020_noisy,يعني كده مشيت الراجل
adapt_sample_2021_noisy,خلص أكلك عشان الطبق يدعيلك
adapt_sample_2022_noisy,عياله
adapt_sample_2023_noisy,عشان الملل
adapt_sample_2024_noisy,الحب الحقيقي
adapt_sample_2025_noisy,كل سنه وانتي طيبه أولا
adapt_sample_2026_noisy,الماتش الأخير
adapt_sample_2027_noisy,إيه
adapt_sample_2028_noisy,يا ريت يعني
adapt_sample_2029_noisy,بيطلبوا بقى منك الرقم ده بس بس من ساعة ما بتعمله لازم يعدي عليه ست شهور
adapt_sample_2030_noisy,طبعا طلعت أمي بعد سنتين بعد ما أنا جيت يعني أنا كان أنا كنت على يدها يعني
adapt_sample_2031_noisy,ده هديه من برنامج واحد من الناس تمن تلاف جنيه حضرتك
adapt_sample_2032_noisy,<fil> أشوفكم في حاجه جديده إن شاء الله سلام عليكم وعليكم السلام
adapt_sample_2033_noisy,ألف جنيه
adapt_sample_2034_noisy,أخيرا
adapt_sample_2035_noisy,مع الماتش
adapt_sample_2036_noisy,يا شيخه حرام عليكي يا شيخه حرام عليكي والله أنا أعصابي تعبانه لوحدها
adapt_sample_2037_noisy,بسم الله الرحمن الرحيم
adapt_sample_2038_noisy,متشتميش بس عشان بنصور
adapt_sample_2039_noisy,بيستوي
adapt_sample_2040_noisy,أنا معرفش هو إيه بس إحنا متأملين في إنه من الله كده يكون فهد
adapt_sample_2041_noisy,كان عايز أنزل
adapt_sample_2042_noisy,أه الحمد لله بسلي نفسي أهو
adapt_sample_2043_noisy,المستندات الخاصه بيا في حاجات تانيه بقى نقدمها مع الورق ده أه في حاجات بقى اللي تثبت إن انت هترجع تاني
adapt_sample_2044_noisy,ده الكلام ده في المسمط
adapt_sample_2045_noisy,بجد أحمد
adapt_sample_2046_noisy,محلات الفول من زمان من سلوها
adapt_sample_2047_noisy,أنا عارفه إن أنا هقعد معاك مره في يوم من الأيام
adapt_sample_2048_noisy,إحنا في تاني فرع صح كده
adapt_sample_2049_noisy,بس
adapt_sample_2050_noisy,بابا غنوج
adapt_sample_2051_noisy,سلام عليكم
adapt_sample_2052_noisy,ده الحب
adapt_sample_2053_noisy,يمكن بقى عشان سريع أكيد يعني
adapt_sample_2054_noisy,صيدله
adapt_sample_2055_noisy,الحب ده اتنين اتقابلوا مع بعض
adapt_sample_2056_noisy,اللي هو إيه
adapt_sample_2057_noisy,أهم لا ده حقنا إحنا ما نقطع تذكره بخمسه جنيه ونغمسهم بخمسه جنيه
adapt_sample_2058_noisy,ورقة إيه ورقة اللي هي الإتش أر أو الشغل اللي انت شغال فيه أول حاجه لازم يتكتب إن انت راجل مسافر في الوقت ده طبعا انا بحدد تذكرة الطيران وبحدد
adapt_sample_2059_noisy,أه ذكرياتك المعفنه دي
adapt_sample_2060_noisy,يعني بحب اشجع بس ولاد بلدي بس
adapt_sample_2061_noisy,الساعه شايفين الساعه دي الساعه دي تبقى في ضهري همشي شمال في وش الكوكب
adapt_sample_2062_noisy,رقم السوشيال سوشيال طبعا بالنسبه لعقد العمل ممكن وارد جدا إن انت تقدم بعقد عمل اللي الناس بتعمله عشان خاطر تاخد دور تمام
adapt_sample_2063_noisy,إيه
adapt_sample_2064_noisy,لو عاوزين تعملوا بحث أو سيرش على جوجل أو حد تاني يكتب الإسم ده ده اللي هي يعتبر بيقولوا عليها هنا مثلا الجمعيه بالعربي و لكن إنت الترجمه بتاعتها
adapt_sample_2065_noisy,البصترمه أنت حطيتلو بصترمه أه طب لأ اعملها تاني معلش
adapt_sample_2066_noisy,حب ملوش
adapt_sample_2067_noisy,التليفزيون انا بصور دلوقتي
adapt_sample_2068_noisy,حلو
adapt_sample_2069_noisy,بعد كده اتجوز فوقيها برضو اتجوز تاني
adapt_sample_2070_noisy,هي حلوه بصراحه
adapt_sample_2071_noisy,طبعا التجار التجار الموجودين اللي هما بيشتروا منك ويبيعوا في السوق مش تجار ال
adapt_sample_2072_noisy,أنا من إيطاليا
adapt_sample_2073_noisy,بس بجد بجد الحلقه دي هتتزاع إمتى عشان أجيبها
adapt_sample_2074_noisy,عم بشندي هو إحنا إحنا بقالنا كام سنه يا عم بشندي
adapt_sample_2075_noisy,يا جدعان
adapt_sample_2076_noisy,حطيت الأسامي مذاكره
adapt_sample_2077_noisy,زي جبنه بيضه بيضا بعيون خضرا يعني
adapt_sample_2078_noisy,يعني إيه ظهير أيمن
adapt_sample_2079_noisy,ويرزقكم ويبارك لكم
adapt_sample_2080_noisy,البس ده يا جماعه خرب بيت مزرعة واحد صاحبي و أكل البط بتاعه و الفراخ بصوا يا جماعه عامل إيه في البطه
adapt_sample_2081_noisy,وده بيبقى موجود من أول يوم لىخر يوم وده طبيعي لكن اللي يهمنا دايما في التقرير التاجر بيلم
adapt_sample_2082_noisy,لا
adapt_sample_2083_noisy,أنا سمعت عن الموطن المنتخب كان بيلعب كاس الأمم الأفريقيه
adapt_sample_2084_noisy,تعالي اتصرفي
adapt_sample_2085_noisy,دي كمان حتيتي
adapt_sample_2086_noisy,اللي ربنا يقسم بيه علشان خاطر اوعي يا
adapt_sample_2087_noisy,طبعا مش محتاج أقول بقى وأكد إن معنى إن نزول واحد بس أو اتنين أو حتى تلاته الدنيا بتبقى عامله ازاي
adapt_sample_2088_noisy,طول عمرك
adapt_sample_2089_noisy,أنا بضحك على حد
adapt_sample_2090_noisy,إيه أكتر حاجه تخلي الناس تجيلك من اخر الدنيا عشان تاكل فول عم بشندي
adapt_sample_2091_noisy,أقسم بالله
adapt_sample_2092_noisy,من ناحية إن أنت تكون صنايعي يعني إنت تبقى صنايعي تقدر تعمل فيها فلوس حلوه جدا لكن اللي بيشتغل حاجه معينه في قلب مطعم في قلب شركه في قلب مش عارف إيه بيكون الفلوس بتاعته هو الراتب معروف بتاعه كذا
adapt_sample_2093_noisy,بمجرد بقى ما بتخش من البوابه تبص تلاقيها على إيدك اليمين الترام اللي عمله البارون ده هنا في مصر الجديده علشان يشجع الناس إن هما ييجوا من وسط البلد اللي كانت بعيده جدا عن مصر الجديده وقتها
adapt_sample_2094_noisy,ممكن يجيبوا أحمد فتحي أحمد فتحي
adapt_sample_2095_noisy,الفندق فبحدد برضو الوقت اللي أنا مسافر فيه
adapt_sample_2096_noisy,حرام
adapt_sample_2097_noisy,تمام هتعدي بقى الشارع ده في السرير اللي هوالبتاع ده أنا عديته لشارع حمرا مش عارف أه المهم خلاص عديته على شمالك أهو تمشي في الشارع ده
adapt_sample_2098_noisy,جيتلك هتحجز معاك
adapt_sample_2099_noisy,ما بقا
adapt_sample_2100_noisy,والزباين
adapt_sample_2101_noisy,أنا لو فتاة أحلامك قالتلك مش هرتبط بيك عشان انت سرسجي
adapt_sample_2102_noisy,ها زي ما سمعت
adapt_sample_2103_noisy,أنت جايب الكلام ده منين
adapt_sample_2104_noisy,وهيتقالك في الآخر خالص من صحابك ومن أهلك كلمه واحده بس بتتقالي طول الوقت ياريتنا كنا عملنا زيك
adapt_sample_2105_noisy,لا أنا أحب أشجع الصناعه المصريه الصراحه
adapt_sample_2106_noisy,هتلاقوا جوزه موجود على العمدان هتلاقيه هنا ضيف واحد وأدي عمود تاني وفي وراه عمودين تانيين برضو شايلين جوزه فوق العمود
adapt_sample_2107_noisy,إيه
adapt_sample_2108_noisy,لكن بالنسبه لما بيكون معاك إقامه إنت بتتعلم ببلاش المدارس هنا ببلاش و أي حاجه خاصه بالتعليم لحد الثانويه العامه
adapt_sample_2109_noisy,هات معاك خمسمية جنيه بتاعت أم أحمد
adapt_sample_2110_noisy,أنا باخد حقي أنا دافع تذكره وغمزهم
adapt_sample_2111_noisy,برضو تبع الهجره بس دي حاجه ودي حاجه تانيه ده حماده وده حماده تاني خالص تمام قولتلكوا على المدرسه قولتلكوا على الحاجات اللي اللي ممكن تنفعك
adapt_sample_2112_noisy,ألو
adapt_sample_2113_noisy,إنت مركز مع الماتش ولا مركز مع العيال
adapt_sample_2114_noisy,طب إنت عامل ايه يعني
adapt_sample_2115_noisy,أنا مش أنا مالي
adapt_sample_2116_noisy,إنت مش محتاج حد يساعدك هما هيقولولك على كل حاجه و زي ما قولتلك بيسمعولك كمان في شغلك بيسمعولك في كل حاجه حتى صورت ورقه هبقى أعملهالك الورقه دي وتاخدها من عندهم وتروح المدرسه تتعلم اللغه ببلاش
adapt_sample_2117_noisy,لو أبيض تبقى صايم أحمد تبقى فاطر
adapt_sample_2118_noisy,أه
adapt_sample_2119_noisy,فالسوق زي ما بقولكوا النهارده هو النهارده مش مش أحسن حاجه لحد دلوقتي
adapt_sample_2120_noisy,تمام
adapt_sample_2121_noisy,قسما بالله
adapt_sample_2122_noisy,بعد كده
adapt_sample_2123_noisy,كل عام وانتو طيبين
adapt_sample_2124_noisy,بحبك يا محمد يا صلاح
adapt_sample_2125_noisy,الحمد لله
adapt_sample_2126_noisy,كشف الحساب ده مهم جدا على قد ما تقدر لو هتشتري علبة سجاير لو هتشتري علبة سجاير روح اشتريها
adapt_sample_2127_noisy,إيه دي
adapt_sample_2128_noisy,بتاع الطوب اللي بيبني بيبني بيتحاسب بالمتر النقاش بيتحاسب بالمتر الكهربائي بيتحاسب بالمرمايه كده بيقولوا مرمايه يعني في مصر بيتحاسب
adapt_sample_2129_noisy,المراقب
adapt_sample_2130_noisy,أه والله أنا عندي كافيه من من ساعة المنتخب ما خسر وانا بصراحه ما فيش زباين وما فيش شغل
adapt_sample_2131_noisy,أهم حاجه إن إنت تمسكوه إن شاء
adapt_sample_2132_noisy,خبر اسود
adapt_sample_2133_noisy,مفكرتش يكون شكلها عامل ازاي
adapt_sample_2134_noisy,حلو وبعدها عملت إيه ده كنت انت كده عربية فول واقف بتعمل طبق الفول عربية الفول
adapt_sample_2135_noisy,الست دي البنت دي جايه فاتحه قلبها أنا بحب الناس اللي بتيجي تفتح قلبها زيها أقسم بالله
adapt_sample_2136_noisy,مع السلامه
adapt_sample_2137_noisy,فاتورة ميه أو غاز بإسمك باسم أبوك بإسم أمك باسم أختك باسم أي حد و الترجمه الإنجليزي و بعدين
adapt_sample_2138_noisy,واحد بس كبير يا محمد اهو
adapt_sample_2139_noisy,أو اسم السفاره
adapt_sample_2140_noisy,بجيب علب والله بجيب العلبه بتاع السكر بجيبها بتمانيه و بتمانيه و ستين
adapt_sample_2141_noisy,والله أها
adapt_sample_2142_noisy,عندك إيه في بلدك هترجعله تاني
adapt_sample_2143_noisy,بصوا يا جماعه هو عامل نفس نفس الخامه بتاعت دي بس مطحون الوقايه دي ربع وايه دي بسبعه جنيه و نص و الكيس ده بجنيه يعني ده بسبعه جنيه و نص بصوا يا جماعه
adapt_sample_2144_noisy,بتجيبي دوا بكام
adapt_sample_2145_noisy,هنا لفتت نظري هنا البطاطس بالبابا غنوج تعالوا اكلمكوا عن البطاطس طيب أنا بحب البطاطس جدا
adapt_sample_2146_noisy,المنتخب يلعب تحت شعار حبوا بعض
adapt_sample_2147_noisy,اتصوري يا بنت الكلب
adapt_sample_2148_noisy,يا جماعه متنسوش الاشتراك في القناه و دعمكم الجميل لينا و ألف شكر على الفيديو اللي عدى اللي أخد الترند
adapt_sample_2149_noisy,وبشكر حضراتكو وأنا فخور النهارده بحضراتكم النهارده
adapt_sample_2150_noisy,نعمل إيه ليكي بقى
adapt_sample_2151_noisy,يعني تكون شغاله إيه شكلها عامل إزاي
adapt_sample_2152_noisy,اصبر
adapt_sample_2153_noisy,هيروح على فين
adapt_sample_2154_noisy,الراجل عم مجدي
adapt_sample_2155_noisy,أهم حاجه بس إيه إن الكل بقى إيه يستفاد لو هتدفع خمسين يورو خمسين يورو الخمسين يورو دول بيبقوا بيتابعولك الملف بتاعك قانوني لمدة سنه يعني إن شاء الله يكون جالك الميعاد قبلها إن شاء الله
adapt_sample_2156_noisy,ربنا يبارك
adapt_sample_2157_noisy,ما شاء الله ده انتي ست اسم حضرتك إيه
adapt_sample_2158_noisy,أعمارهم قد إيه
adapt_sample_2159_noisy,بحبك يا أحمد يا رأفت
